YEAR;ALLSKY_SFC_SW_DWN;CLRSKY_SFC_SW_DWN;ALLSKY_KT;ALLSKY_SFC_LW_DWN;CLRSKY_SFC_PAR_TOT;T2M;T2MDEW;T2MWET;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WD10M;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2004/01/01;3,52;3,54;0,71;281,67;64,41;8,84;2,71;5,78;4,64;67,88;0,11;100,44;5,93;290,75;5027,547484;3667,527211;2755,021358;912,5058368;6545,3105;3055,238411;1869,447547;1185,790884;4104,282753;0,5
2004/01/02;2,46;3,35;0,5;294,03;61,66;7,62;1,62;4,62;4,33;67,56;0,05;100,06;5,53;267,44;5043,342163;3666,921732;2712,163489;954,7582789;6435,666268;3088,672005;1957,286868;1131,385111;4309,088342;0,5
2004/01/03;3,35;3,53;0,67;278,79;64,3;8,2;1,22;4,71;4,21;64;0,04;99,76;6,01;292,25;5060,447879;3655,595021;2685,921053;969,6739947;6338,173916;3061,498242;1904,444389;1157,053863;4200,961995;0,5
2004/01/04;3,49;3,52;0,7;284,3;64,55;8,34;3,91;6,12;5;75,5;0;100,63;2,62;264,56;5078,858758;3664,952116;2654,691468;1010,260579;6240,402774;3157,9;2128,336189;1029,563816;4687,947284;0,5
2004/01/05;3,56;3,6;0,71;270,01;65,4;8,05;0,53;4,29;3,91;60,5;0;101,18;1,89;231,56;5098,552347;3668,510589;2666,464658;1002,045953;6269,505216;3270,666884;2230,222853;1040,444074;4869,727821;0,5
2004/01/06;3,62;3,67;0,72;262,9;66,36;6,91;-0,59;3,16;3,6;60,44;0;101,57;2,36;239;5119,574911;3726,607184;2748,849663;977,7575053;6445,613463;3156,095358;2011,434547;1144,660789;4424,955279;0,5
2004/01/07;3,62;3,71;0,72;262,05;66,13;5,56;-1,8;1,88;3,3;61,44;0;101,43;3,85;242,25;5141,886632;3680,196147;2598,113337;1082,082853;6026,7639;3137,655432;1975,022711;1162,632679;4246,4094;0,5
2004/01/08;3,45;3,68;0,68;272,21;64,95;7,26;-3,01;2,12;2,99;49,62;0;101,14;2,95;258,25;5165,460221;3603,159263;2432,853053;1170,306216;5609,815458;3030,203516;1779,150505;1251,053011;3829,851479;0,5
2004/01/09;3,46;3,51;0,68;281,98;64,2;7,75;0,77;4,26;4,03;63,06;0;101,27;3,33;266,38;5190,289905;3685,482653;2583,339368;1102,143253;5957,452847;3018,378974;1733,247195;1285,131789;3747,414579;0,5
2004/01/10;3,51;3,58;0,69;300,37;67,54;9,24;5,79;7,51;5,68;80;0;101,11;3,02;266,56;5216,369153;3774,294379;2756,245074;1018,049289;6362,269974;3064,089878;1832,656856;1231,433033;3926,811217;0,5
2004/01/11;3,66;3,69;0,71;302,73;69,59;11,63;6,76;9,19;6,04;74,12;0;101,37;2,06;215,31;5243,669495;3731,742253;2576,702942;1155,039311;5851,482626;3059,697429;1760,537976;1299,159429;3751,948012;0,5
2004/01/12;3,57;3,63;0,69;301,56;68,42;11,01;6,49;8,75;5,92;75,56;0;101,58;2,96;253,5;5272,222374;3756,803374;2625,563279;1131,240032;5972,250284;3135,820172;1974,472089;1161,3481;4233,668367;0,5
2004/01/13;3,67;3,72;0,7;287,78;67,75;10,56;6,69;8,62;6,04;78,25;0;101,24;4,2;241,38;5301,955774;3826,720468;2757,043753;1069,676679;6279,714626;3152,862221;1826,199763;1326,662437;3930,195321;0,5
2004/01/14;3,78;3,82;0,72;279,95;68,47;10,56;4,98;7,77;5,43;71,5;0;100,7;3,85;241,44;5332,869595;3824,539442;2722,968142;1101,571316;6142,431742;3063,877095;1737,504432;1326,372647;3614,414816;0,5
2004/01/15;3,71;3,71;0,7;287;68,36;9,75;4,83;7,29;5,43;73,19;0;100,56;3,91;154,94;5364,946911;3884,728947;2807,633695;1077,095268;6332,9964;3440,509932;2211,727211;1228,782716;4697,104663;0,5
2004/01/16;3,77;3,83;0,71;291,65;72;10,05;6,33;8,19;5,92;79;0,14;100,96;4,2;106,31;5398,168358;3948,579947;2914,822442;1033,757526;6550,066089;3448,321437;2208,030595;1240,290842;4658,341279;0,5
2004/01/17;3,66;3,8;0,69;290,43;70,75;9,91;4,16;7,04;5,07;70,69;0;100,84;2,23;158,19;5432,531016;3894,940337;2703,879732;1191,060589;5977,109653;3070,811068;1572,896447;1497,914637;3323,327163;0,5
2004/01/18;3,71;3,74;0,69;283,04;68,7;9,84;3,36;6,6;4,82;65,88;0;100,29;3,55;248,62;5468,021842;3863,515853;2648,115674;1215,400211;5858,827084;3062,373763;1601,999;1460,374742;3331,191863;0,5
2004/01/19;3,72;3,74;0,69;284,51;69,05;8,94;2,76;5,85;4,64;67,06;0,01;100,12;3,05;285,38;5504,582747;3867,514342;2604,342832;1263,171479;5698,638779;3067,257289;1695,061626;1372,1957;3437,030847;0,5
2004/01/20;2,6;3,51;0,48;319,63;65,44;10,1;6,64;8,37;6,16;80,19;2,99;99,95;7,55;58,56;5542,218326;3820,883189;2467,582395;1353,300789;5390,795463;2957,831826;1686,372879;1271,458947;3460,154542;0,5
2004/01/21;2,04;3,55;0,38;324,53;65,34;7,87;4,51;6,19;5,25;79,88;5,55;99,93;5,63;199;5580,926705;3983,939426;2793,358621;1190,580826;6112,321011;3354,518068;2052,341305;1302,176758;4177,426526;0,5
2004/01/22;2,94;3,89;0,53;312,11;71,84;8,73;3,78;6,26;4,94;73,69;0;100,78;3,86;286,75;5620,638847;4025,072879;2841,549811;1183,523011;6195,806342;3238,261716;1889,969626;1348,292111;3834,806389;0,5
2004/01/23;3,76;3,84;0,68;303,23;70,09;9,76;3,25;6,51;4,76;66,69;0;100,76;4,44;240,75;5661,393063;4013,350674;2740,044516;1273,306226;5897,047921;3444,336621;1968,288858;1476,047779;3928,967468;0,5
2004/01/24;3,84;3,99;0,69;304,78;73,51;10,83;3,06;6,94;4,7;59,94;0,01;100,44;4,88;203,81;5703,114453;4112,144647;2903,071174;1209,073547;6249,783874;3360,969753;1952,591974;1408,377837;3924,113253;0,5
2004/01/25;3,87;3,99;0,69;301,7;73,63;10,24;4,8;7,51;5,37;70,69;0;100,74;4,09;232,44;5745,815021;4117,474368;2846,904184;1270,570121;6090,376653;3486,388616;2005,256842;1481,131784;3973,476079;0,5
2004/01/26;3,78;3,83;0,66;299,36;71,2;10,63;4,5;7,56;5,25;68,62;0;100,51;4,3;232,69;5789,444184;4148,463037;2870,919616;1277,543347;6086,812989;3311,133584;1896,586363;1414,547237;3661,109226;0,5
2004/01/27;4,01;4,05;0,7;297,34;75,39;10,77;4,44;7,61;5,25;66,94;0;100,22;4,16;241,25;5834,004168;4214,194295;2967,727253;1246,467026;6263,026984;3710,532274;2316,450795;1394,081458;4534,241279;0,5
2004/01/28;3,66;3,72;0,63;316,95;69,58;12,62;7,26;9,94;6,35;71,94;0;100,03;5,37;273,81;5879,441289;4195,442;2866,030216;1329,411816;5996,878605;3485,368574;1969,223321;1516,145263;3906,032316;0,5
2004/01/29;4,28;4,4;0,73;268,45;78,54;8,73;-0,02;4,36;3,85;57,62;0;100,69;2,34;170,44;5925,7838;4294,809037;3072,3128;1222,496211;6437,385853;3857,074311;2550,5414;1306,532921;4958,828074;0,5
2004/01/30;3,98;4,35;0,68;276,99;78,6;8,3;-1,14;3,58;3,54;53,19;0;101,19;3,07;124,81;5972,945568;4251,558632;2925,160242;1326,398416;6071,880879;3514,555442;2000,674842;1513,880632;3978,442695;0,5
2004/01/31;4,13;4,28;0,7;279,87;76,61;8,17;2,18;5,18;4,39;68,88;0;101,83;4,27;76,5;6020,940795;4304,020489;2985,244379;1318,776189;6159,002621;3721,026295;2267,584274;1453,442042;4424,688926;0,5
2004/02/01;4,24;4,36;0,71;275,83;79,23;9,19;3,35;6,27;4,76;70,31;0;102,04;3,1;56,38;6046,0664;4393,4551;3027,3853;1366,0698;6225,7812;4306,0361;2941,8804;1364,1558;5817,4004;0,876
2004/02/02;4,4;4,5;0,73;272,12;81,26;9,37;0,21;4,79;3,78;56,38;0;102,16;1,62;92;6095,2739;4677,3818;3672,6555;1004,7264;7727,1265;4573,9531;3540,4929;1033,4602;7069,4121;0,9847
2004/02/03;4,31;4,42;0,71;292,42;81,16;9,99;0,4;5,19;3,85;52,31;0;102,2;1,73;219;6145,2285;4644,791;3552,2986;1092,4927;7387,8169;2777,7324;289,4876;2488,2446;604,6136;0,9788
2004/02/04;4,34;4,4;0,71;287,74;81,17;10,34;4,09;7,22;5,19;66,75;0;102,32;3,02;104,88;6195,9053;4532,5054;3216,5867;1315,9186;6559,4771;4303,2295;2930,1624;1373,0671;5592,4419;0,9833
2004/02/05;4;4,38;0,65;288,88;81,14;9,83;7,18;8,51;6,16;82,81;0;102,42;3,07;67,19;6247,2563;4622,8052;3484,5518;1138,2535;7113,8447;2227,853;229,0539;1998,7991;891,03;0,9833
2004/02/06;4,42;4,47;0,71;290,19;83,3;10,55;7,32;8,93;6,23;80,62;0;102,23;2,36;75,81;6299,3247;4735,3882;3696,7468;1038,6414;7583,3926;4451,3711;3274,0796;1177,2915;6227,2285;0,9719
2004/02/07;4,51;4,56;0,72;288,19;84,21;11,68;6,19;8,94;5,8;71,88;0;101,81;2,32;91,81;6352,0024;4799,5601;3690,2761;1109,2838;7498,3032;4684,9668;3545,7273;1139,2395;6859,4634;0,9819
2004/02/08;4,14;4,44;0,66;305,06;81,41;12,03;5,78;8,9;5,68;67,06;0;101,44;2,84;69,94;6405,3491;4703,3198;3334,9531;1368,3668;6584,2051;2717,2063;393,8538;2323,3525;865,5061;0,9812
2004/02/09;4,55;4,58;0,71;294,43;84,88;11,73;7,12;9,42;6,23;74,94;0;101,35;3,8;62,81;6459,2964;4851,2661;3677,0774;1174,189;7316,4214;4565,4624;3241,4851;1323,9774;5959,4839;0,9806
2004/02/10;4,53;4,7;0,7;293,59;86,82;9,8;6,12;7,96;5,8;78,94;8,35;101,58;4,22;77,62;6513,7793;4799,707;3359,645;1440,0618;6558,105;3166,5132;842,4602;2324,053;1442,4219;0,975
2004/02/11;4,39;4,61;0,68;297,73;84,4;10,9;5,7;8,3;5,68;72,81;0,03;101,34;2,72;203,19;6568,8584;4817,8882;3376,6301;1441,2578;6535,6445;2691,0791;219,9945;2471,0845;527,9637;0,9795
2004/02/12;4,72;4,8;0,72;286,38;87,14;10,64;1,19;5,91;4,15;56,12;0,01;101,14;2,55;268,62;6624,4585;5056,9741;4027,9792;1028,995;7981,5762;5056,9741;4027,9792;1028,995;7981,5762;0,984
2004/02/13;4,73;4,79;0,72;291,44;88,44;10,01;5,15;7,58;5,43;73,88;5,67;101,71;2,95;95,06;6680,5537;4978,9111;3694,9441;1283,967;7156,9492;4927,1392;3616,7207;1310,4185;6901,7319;0,9833
2004/02/14;4,78;4,88;0,72;283,2;88,57;10,65;1,67;6,16;4,27;58,88;0;101,62;2,84;190,81;6737,1177;5153,6362;4035,0093;1118,6272;7873,2988;4173,6978;2786,8081;1386,8894;5274,8174;0,8785
2004/02/15;4,46;4,8;0,66;289,05;85,96;11,82;-1,24;5,29;3,42;41,5;0;101,02;1,61;180,25;6794,1235;5054,9878;3632,8418;1422,1462;6927,3228;4114,2476;2216,9487;1897,299;4176,1128;0,9715
2004/02/16;4,23;4,8;0,62;294,23;88,01;10,7;2,86;6,78;4,7;59,19;0,05;100,99;2,63;110,06;6851,5435;4875,8848;3152,3789;1723,5056;5860,4502;3238,9966;861,1837;2377,8127;2030,3197;0,976
2004/02/17;4,85;4,94;0,71;296,84;90,29;10,76;3,3;7,03;4,76;62,81;0;101,38;1,95;183,31;6909,3511;5018,5254;3445,2512;1573,2744;6409,8906;4782,9829;3110,6931;1672,2899;5506,6968;0,9861
2004/02/18;4,76;4,88;0,69;288,96;87,52;10,55;0,6;5,58;3,97;52,38;0;100,79;4,3;228,5;6967,5176;4964,7573;3125,0442;1839,7134;5748,9351;4591,6748;2698,71;1892,9647;4601,2598;0,9799
2004/02/19;4,57;4,63;0,66;304,12;83,84;11,97;-0,95;5,51;3,54;42,19;0;100,2;4,16;214;7025,9795;4946,644;3147,9529;1798,6913;5622,1333;3873,7207;1640,1459;2233,575;2653,5664;0,9847
2004/02/20;4,07;4,66;0,58;334,11;86,19;15,37;-0,28;7,55;3,78;34,62;0,04;100,17;5,49;167,94;7084,7915;4498,7842;2085,6113;2413,1731;3543,5623;3587,0259;1435,8041;2151,2217;2310,8093;0,984
2004/02/21;1,9;4,24;0,27;354,97;75,22;16,44;1,54;8,99;4,46;37,75;0,62;100,22;5,25;197,12;7143,8794;3427,0063;606,893;2820,1133;1009,5116;1467,1605;37,243;1429,9175;53,5458;0,9781
2004/02/22;3,89;3,92;0,55;358,89;72,59;18,24;9,94;14,08;7,69;60,38;0,01;100,21;5,85;251,38;7203,2158;4233,8472;1509,8892;2723,9578;2508,4702;4025,6987;1413,52;2612,1787;2270,6609;0,9826
2004/02/23;4,88;4,9;0,68;324,9;91,37;16,55;4,41;10,48;5,25;47;0;100,45;1,38;195,38;7262,8188;5490,8604;4152,6069;1338,2534;7580,564;5171,3442;3710,5364;1460,808;6346,5693;0,9816
2004/02/24;4,85;5,06;0,67;327,48;92,98;17,17;3,04;10,1;4,76;41,38;0;100,41;2,49;165,44;7322,5781;5421,2734;3796,9607;1624,3126;6774,8198;4343,6611;2273,4133;2070,2478;3432,7319;0,9809
2004/02/25;3,92;4,84;0,54;343,75;89,38;18,29;2,4;10,34;4,58;36,25;0,01;99,97;5,31;207,44;7382,5044;4797,394;2365,0947;2432,2991;4059,062;3538,262;1134,7941;2403,4678;1756,5339;0,9802
2004/02/26;4,51;4,73;0,61;339,31;86,16;18,44;6,01;12,23;5,86;46,12;0;99,42;5,66;244,69;7442,5337;4921,6089;2372,4492;2549,1597;3923,6384;4780,0396;2285,4031;2494,6365;3634,1958;0,9799
2004/02/27;5,17;5,23;0,7;318,1;95,7;14,55;3,22;8,88;4,88;49,5;0,01;99,72;5,16;270,94;7502,7261;5794,8022;4517,6475;1277,1547;8117,896;5669,7314;4383,8574;1285,8738;7498,2705;0,9844
2004/02/28;4,79;5,07;0,64;298,87;91,94;12,2;-0,31;5,95;3,72;43,56;0;100,28;5,12;284,25;7563,0063;5766,8604;4333,0288;1433,8315;7592,2466;5199,3359;3420,9124;1778,4236;5800,7554;0,9837
2004/02/29;5,8;5,92;0,77;268,28;106,58;9,46;-4,7;2,38;2,69;38,94;0;100,71;3,88;274,19;7623,3477;6133,0122;5183,4756;949,5364;9424,3037;6006,4888;5021,3716;985,1171;8726,4102;0,9778
2004/03/01;5,74;5,84;0,76;273,25;105,94;9,75;-2,41;3,67;3,17;43,31;0;100,7;3,97;267,12;7683,7837;6008,9189;4824,6865;1184,2323;8569,0596;5978,1812;4785,916;1192,265;8347,4229;0,9771
2004/03/02;3,5;5,63;0,45;302,9;103,93;9,07;2,37;5,72;4,58;63,88;1,82;100,58;4,98;69,44;7744,1909;5518,0864;3333,752;2184,3342;5601,6826;2455,0603;40,0087;2415,0515;139,5357;0,9812
2004/03/03;1,86;4,03;0,24;321,68;71,94;7,44;3,02;5,23;4,7;74,31;16,31;100,76;10,28;55,06;7804,5586;5766,8604;4120,666;1646,1943;7044,3252;1795,5592;280,6049;1514,9542;874,7675;0,9809
2004/03/04;4,31;5,57;0,55;299,51;100;7,94;-0,08;3,93;3,72;59,19;0,02;101,44;5,18;314,75;7864,936;6075,1055;4831,1284;1243,9772;8528,9131;4606,0933;1823,828;2782,2654;3077,7661;0,9802
2004/03/05;5,71;5,92;0,73;287,42;108,33;10,09;-1,24;4,43;3,42;48,06;0;101,56;3,98;261,06;7925,3057;6089,2202;4849,606;1239,6143;8441,1309;6002,1538;4746,1035;1256,0504;7857,9473;0,9844
2004/03/06;5,71;5,83;0,72;296,7;106,59;13,12;-1,63;5,74;3,36;37,5;0;101,19;5,01;232,5;7985,5659;5925,5874;4282,3398;1643,2473;7199,6802;5807,8662;4144,2007;1663,6656;6699,5381;0,9837
2004/03/07;5,43;5,48;0,68;314,13;100,23;13,37;2,17;7,77;4,46;47,69;0;101,14;3,95;272,12;8045,6831;5564,5498;3106,668;2457,8816;5014,8857;5400,6455;3002,4707;2398,1748;4703,415;0,9833
2004/03/08;5,88;5,98;0,73;302,81;109,23;13,42;4,28;8,85;5,13;57,94;0;101,37;2,39;240,56;8105,7354;6161,562;4674,3027;1487,2594;7867,7417;6161,562;4674,3027;1487,2594;7867,7417;0,9826
2004/03/09;5,72;5,82;0,7;310,25;107,03;12,92;3,83;8,37;4,94;55,69;0;101,11;3,43;124,44;8165,6968;5694,7559;3221,1323;2473,6238;5104,708;5112,7358;2700,207;2412,5288;3890,5879;0,9816
2004/03/10;5,22;5,6;0,64;322,9;102,58;14,01;4,98;9,49;5,43;61;0;101,04;2,81;116,94;8225,4658;5840,48;3516,7202;2323,7598;5637,1597;3575,738;396,4875;3179,2505;555,1358;0,9757
2004/03/11;5,82;5,9;0,71;315,95;108,55;15,85;3,37;9,61;4,82;45,62;0;100,85;3,43;245,38;8285,043;6171,6138;4435,833;1735,7806;7282,2075;6137,647;4410,7432;1726,9036;7170,0854;0,9802
2004/03/12;5,95;6,06;0,72;314,88;111,69;16,08;3,94;10,01;5;47,44;0;101,1;3,04;133,81;8344,4287;6220,6587;4451,7549;1768,9038;7302,1812;6168,6753;4406,0273;1762,6478;7097,1011;0,9795
2004/03/13;6,09;6,23;0,73;316,56;114,11;16,43;4,55;10,49;5,25;50,12;0;100,98;4,44;119,31;8403,6152;5989,8525;3628,4929;2361,3596;5770,146;5723,7417;3352,8201;2370,9216;5130,4678;0,984
2004/03/14;6,24;6,34;0,74;312,12;116,01;17,44;5,19;11,31;5,55;50,88;0;101,03;8,28;93,19;8462,5547;5673,5151;2795,9231;2877,5923;4277,7295;5581,542;2732,53;2849,012;4100,3921;0,9833
2004/03/15;6,07;6,15;0,72;314,12;111,45;17,14;6,43;11,78;6,04;57,5;0;101,3;7,4;92,62;8521,2256;5784,9409;2912,1914;2872,7493;4445,4541;5614,0684;2709,0569;2905,0115;4066,6782;0,983
2004/03/16;6,21;6,29;0,73;319,82;115,27;16,47;7,49;11,98;6,47;63,31;0;101,53;6,95;87,44;8579,6436;6174,6855;3815,7795;2358,9058;5930,4634;6166,7666;3813,6553;2353,1116;5909,5762;0,9771
2004/03/17;5,96;6,05;0,7;317,24;111,52;15,37;9,14;12,26;7,14;70,5;0,13;101,54;6,88;74,31;8637,7666;6248,8145;3923,1782;2325,6362;6108,5254;6197,1685;3889,3115;2307,8569;5948,1729;0,9865
2004/03/18;6,25;6,33;0,73;311,27;116,64;15,48;7,92;11,7;6,59;65,88;0,04;101,67;4,15;68,5;8695,5645;6411,0273;4266,5059;2144,5215;6714,7065;6310,3911;4188,8726;2121,5188;6416,2007;0,9806
2004/03/19;6,21;6,33;0,71;316,63;115,25;16,26;6,35;11,3;5,98;58,31;0;101,58;3,31;85,94;8753,0732;6551,8721;4584,2812;1967,5907;7234,5732;6436,5137;4493,7197;1942,7939;6848,0176;0,9847
2004/03/20;6,04;6,11;0,69;322,59;112,48;15,36;6,43;10,89;5,92;59,81;0;101,68;5,14;83,75;8810,167;6495,5938;4353,8462;2141,7478;6789,1064;6308,522;4128,1147;2180,4072;6138,436;0,9844
2004/03/21;6,15;6,26;0,7;318,33;114,98;15,51;5,69;10,6;5,68;57,75;0;101,42;2,62;88,31;8866,9238;6497,0127;4332,8467;2164,1665;6720,9551;6404,2427;4276,4463;2127,7966;6406,3813;0,9837
2004/03/22;5,97;6,18;0,67;327,07;111,95;17,09;1,43;9,26;4,21;38,19;0;100,62;3,16;187,56;8923,333;6616,8052;4561,0933;2055,7119;7101,0483;6442,5161;4410,9844;2031,5316;6512,3955;0,9826
2004/03/23;6,21;6,42;0,7;305,91;114,68;15,11;-0,31;7,4;3,78;36,88;0,24;100,38;6,53;291,25;8979,2646;6752,5171;4589,2495;2163,2678;6985,896;6696,8745;4565,3833;2131,4915;6870,0361;0,9823
2004/03/24;6,64;6,74;0,74;299,42;122,64;14,59;-1,57;6,51;3,36;35,44;0;100,68;2,66;159,81;9034,8223;6912,0781;5195,8589;1716,219;8161,3149;6799,2891;5103,0923;1696,197;7856,9863;0,9764
2004/03/25;4,18;5,51;0,46;350,9;98,8;17,22;0,39;8,8;4,15;34,94;0;100;5,04;206,94;9089,9814;5208,915;1589,6284;3619,2869;2171,3447;3026,7156;344,0134;2682,7021;428,6122;0,9806
2004/03/26;5,05;5,23;0,55;359,46;93,21;19,68;8,37;14,03;7,02;51,25;0;99,21;4,34;195,88;9144,6523;5029,4995;1297,4419;3732,0574;1770,7661;4434,4004;1052,2535;3382,1467;1412,1733;0,9799
2004/03/27;4,29;4,95;0,47;376,43;89,77;19,85;8,91;14,38;7,2;55,12;0,02;99,46;3,86;131,81;9198,8184;5052,6831;1344,2032;3708,48;1841,6587;3038,6243;375,5351;2663,0891;553,5673;0,9847
2004/03/28;4,14;4,69;0,45;401,77;87,53;22,2;14,54;18,37;10,44;63,12;0,15;99,79;4,12;192,69;9252,5889;5120,6562;1514,2841;3606,3723;2079,2429;2662,2368;169,6794;2492,5574;220,8567;0,9576
2004/03/29;4,1;5,18;0,45;395,29;96,48;21,05;13,45;17,25;9,64;62,62;0,06;99,78;2,33;176,62;9305,833;5016,4878;1360,5507;3655,937;1885,4309;2759,5767;225,7156;2533,8611;331,881;0,983
2004/03/30;5,13;5,38;0,55;380,77;97,85;20,87;8,09;14,48;7,32;52,62;2,9;99,92;3,98;212,44;9358,5205;5987,8613;2694,5459;3293,3157;3798,5059;3543,1921;232,5868;3310,6052;310,692;0,9826
2004/03/31;5,93;6,3;0,63;362,97;118,8;19,53;14,89;17,21;10,62;76,5;14,65;99,96;2,82;196,12;9410,7812;6020,5239;2702,0356;3318,4883;3820,509;5999,0796;2701,1748;3297,9048;3812,0911;0,9868
2004/04/01;6,8;6,97;0,72;336,17;130,73;18,23;8,85;13,55;7,32;59,56;0,02;100,43;2,98;200,19;9462,4844;7109,854;5098,3242;2011,5295;7689,9746;6189,6396;3931,668;2257,9717;5556,749;0,9865
2004/04/02;6,33;6,94;0,67;342,22;128,91;18,53;5,58;12,05;5,68;44,75;0;100,61;2,17;66,44;9513,6357;7271,3481;5460,0337;1811,3143;8308,8203;4788,9277;1790,3674;2998,5603;3175,2437;0,9854
2004/04/03;6,7;6,83;0,7;342,21;127,24;18,32;8,42;13,37;6,84;56,75;0,01;101,05;5,12;77,81;9564,2012;7176,7236;5241,3403;1935,3834;7866,7412;7154,3623;5227,6235;1926,7389;7750,437;0,9851
2004/04/04;6,88;7,07;0,72;329,66;130,56;15,87;5,51;10,69;5,68;54,31;0,4;101,55;4,66;137,19;9614,3027;7432,5835;5810,3945;1622,1887;8808,6348;7255,0703;5651,6323;1603,4376;8254,6875;0,984
2004/04/05;7,04;7,22;0,73;321,2;133,95;15,34;6,36;10,85;5,92;59;0;101,52;2,16;88,75;9663,79;7569,6123;6264,7324;1304,8795;9698,5176;7569,6123;6264,7324;1304,8795;9698,5176;0,9833
2004/04/06;6,93;7,1;0,72;334,3;130,51;18,55;2,95;10,76;4,7;37,88;0;100,85;3,36;201,94;9712,6533;7168,3828;4813,9443;2354,4385;7064,8052;6995,4204;4539,165;2456,2554;6577,5122;0,983
2004/04/07;7;7,1;0,72;338,15;129,99;20,65;0,59;10,62;3,97;27,38;0;100,3;4,8;234,31;9761,0264;7277,7495;5058,4927;2219,2571;7425,4639;6821,229;4433,6558;2387,5732;6409,3506;0,9819
2004/04/08;6,61;7,15;0,68;367,98;132,3;23,22;1,92;12,57;4,39;25,81;0;100,01;2,49;197,06;9808,7715;6993,2363;4281,731;2711,5056;6115,0688;6676,9321;3891,5491;2785,3833;5555,5991;0,9604
2004/04/09;6,7;7,14;0,68;369,36;131,95;24,4;2,2;13,3;4,52;25;0,02;99,35;4,49;191,25;9855,9121;7173,9072;4656,3457;2517,5615;6668,9717;6731,4434;4116,8301;2614,613;5661,499;0,9806
2004/04/10;6,1;6,48;0,62;376,91;118,47;23,43;5,52;14,48;5,8;32,69;0,01;99,07;4,4;225,62;9902,4053;6631,8843;3114,1301;3517,7542;4254,9468;6439,3838;2914,6995;3524,6843;3998,8276;0,9802
2004/04/11;5,36;6,19;0,54;379,51;114;21,79;8,76;15,27;7,2;47,81;0;99,5;5,95;185,94;9948,3672;6561,2529;3069,3413;3491,9114;4124,668;5281,2803;1964,5223;3316,7578;2617,2703;0,9792
2004/04/12;7,58;7,76;0,76;315,58;139,96;16,4;1,35;8,87;4,21;37,94;0;100,55;5,04;296,62;9993,6689;7984,1323;6386,9492;1597,1827;9519,3799;7964,6118;6375,6187;1588,9932;9417,2295;0,9837
2004/04/13;6,8;7,43;0,68;324,27;135,59;17,62;0,05;8,84;3,78;32,81;0;100,85;2,51;198,62;10038,2979;7625,5874;5715,1055;1910,4818;8362,0879;7410,7637;5477,5977;1933,1658;7641,8672;0,9833
2004/04/14;5,38;6,82;0,54;355,05;124,39;18,89;6,65;12,77;6,1;47,12;1,63;100,67;6,21;73,94;10082,3408;7171,0444;4361,0747;2809,9695;6134,8315;3737,9377;182,8276;3555,1101;251,2206;0,9826
2004/04/15;2,77;6,07;0,27;385,7;115,45;20,67;11,55;16,11;8,61;59,06;4,58;100,2;6,3;112,81;10125,7334;5185,7324;1169,7224;4016,0098;1519,7832;1610,9438;13,9481;1596,9957;25,0707;0,9819
2004/04/16;5,46;6;0,54;371,84;110,08;21,23;6,83;14,03;6,35;40,94;0,83;100;5,34;220,44;10168,5234;6940,7881;3731,9575;3208,8306;5031,9326;6837,4707;3702,7368;3134,7341;4964,7671;0,9865
2004/04/17;7,39;7,69;0,73;342,47;142,13;19,58;5,51;12,55;5,62;41,5;0;100,32;4,61;274,94;10210,5889;7851,3027;6043,7495;1807,5533;8857,5146;7732,5195;5842,4917;1890,0276;8373,0059;0,9861
2004/04/18;6,49;7,31;0,63;360,25;133,43;21,03;5,26;13,15;5,55;36,56;0;99,8;5;249,12;10252,0342;7293,1704;4339,147;2954,0239;6078,7559;5788,9521;2536,4258;3252,5264;3124,4128;0,9851
2004/04/19;6,93;7,53;0,67;352,16;139,21;19,57;4,9;12,23;5,43;39;0;99,75;4,7;297,69;10292,8086;7821,7886;5933,4678;1888,321;8542,8008;5889,3906;2547,4333;3341,9575;4088,532;0,9688
2004/04/20;7,84;8,02;0,76;316,67;146,25;17,08;3,36;10,22;5,07;44,38;0;100,41;3,9;275,88;10332,8662;7922,5845;5939,0234;1983,5612;8655,9766;7808,3389;5880,0552;1928,2838;8363,1094;0,9736
2004/04/21;7,71;7,88;0,74;327,56;145,05;19,66;-0,19;9,74;3,78;27,19;0;100,7;1,66;233,38;10372,3047;8169,5132;6717,2061;1452,3071;9973,0264;8169,5132;6717,2061;1452,3071;9973,0264;0,9729
2004/04/22;7,61;7,75;0,73;341,4;143,32;21,69;3,06;12,37;4,76;32,31;0;100,31;3,2;180;10411,1055;7692,375;5315,2993;2377,0757;7519,1079;7651,085;5298,4062;2352,6787;7395,0278;0,9667
2004/04/23;6,19;7,37;0,59;354,57;136,46;21,19;4,22;12,71;5,19;34;0,01;99,85;6,05;262,38;10449,1807;7321,3477;4279,896;3041,4514;6009,8267;5751,9805;2448,157;3303,8232;3733,9712;0,9816
2004/04/24;6,92;7,88;0,66;357,43;146,82;17,95;6,48;12,21;6,1;50,31;0;100,12;4,47;193;10486,5303;8133,2998;6542,314;1590,9858;9558,1133;7040,5176;4909,8887;2130,6294;6924,9424;0,9448
2004/04/25;7,3;7,81;0,7;344,34;144,89;18,12;6,54;12,33;6,04;49,12;0;100,26;3,5;188,69;10523,2412;8064,686;6178,3462;1886,3398;8914,5928;8007,9336;6133,3159;1874,618;8657,8418;0,9806
