YEAR;ALLSKY_SFC_SW_DWN;CLRSKY_SFC_SW_DWN;ALLSKY_KT;ALLSKY_SFC_LW_DWN;CLRSKY_SFC_PAR_TOT;T2M;T2MDEW;T2MWET;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WD10M;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2011/12/29;3,11;3,35;0,63;289,05;61,73;8,05;1,94;5;4,33;68,19;0,06;101,34;3,36;269,94;4983,9243;3504,3418;2334,3489;1169,9928;5475,7197;2683,0029;1308,1343;1374,8687;2933,1917;0,9826
2011/12/30;3,28;3,46;0,66;281,5;63,35;8,35;1,27;4,81;4,15;63,44;0;101,5;4,16;306,81;4995,1123;3697,6626;2859,9436;837,7189;6821,2378;3489,1531;2646,9512;842,2018;5857,8667;0,9826
2011/12/31;3,18;3,42;0,65;285,41;63,2;8,3;0,65;4,48;3,97;61,06;0;101,66;3,18;279,94;5007,6606;3697,0618;2982,4282;714,6334;7221,3345;3180,1604;2265,9829;914,1775;4757,7773;0,9823
2012/01/01;3,19;3,47;0,65;293,79;64,5;9,3;0,41;4,85;3,85;55,81;0;101,79;3,11;235,69;5021,5864;3670,72;2882,3547;788,3651;6936,5366;3253,321;2350,2258;903,0952;5094,707;0,9819
2012/01/02;3,29;3,5;0,66;289,03;64,99;9,33;-2,1;3,62;3,17;46,19;0;101,78;4,37;225,81;5036,8354;3567,3784;2481,7092;1085,6692;5794,8608;3297,0752;2190,3462;1106,7288;4728,6484;0,9816
2012/01/03;2,8;3,54;0,56;311,46;65,33;9,54;1,55;5,55;4,27;58,69;0,01;101,64;3,23;205,62;5053,3755;3668,1619;2817,8469;850,3149;6712,2803;2737,7336;1311,5642;1426,1696;2990,7288;0,9816
2012/01/04;3,19;3,56;0,64;289,19;64,76;8,05;2,22;5,14;4,39;69,81;0,01;101,77;3,6;267,12;5071,27;3852,9507;3117,7922;735,1584;7524,7178;3700,304;2957,2769;743,027;6704,4526;0,9812
2012/01/05;3,25;3,58;0,65;290,41;66,3;8,69;2,67;5,68;4,58;68,19;0;101,45;3,85;278;5090,4297;3759,4407;2985,4573;773,9834;7098,4116;3215,2847;2229,2854;985,9993;4770,813;0,9812
2012/01/06;3,14;3,37;0,62;299,8;62,45;10,37;1,12;5,74;4,15;55;0;100,7;6,09;227;5110,9268;3656,1536;2609,144;1047,0095;6092,1655;3310,5923;2183,5527;1127,0394;4693,2563;0,9809
2012/01/07;3,36;3,66;0,66;282,33;66,34;7,83;-0,87;3,48;3,54;56,31;0;101,44;4,27;272,5;5132,7051;3923,6025;3051,1345;872,4681;7226,2383;3691,6494;2799,1323;892,5173;5967,7598;0,9806
2012/01/08;3,25;3,61;0,64;283,48;66,22;8,18;1,31;4,75;4,15;62,94;0;101,58;2,79;245,25;5155,7246;3864,6382;3023,5989;841,0392;7138,7451;2516,0745;790,4015;1725,673;2286,9204;0,9806
2012/01/09;3,53;3,73;0,7;280,74;67,85;8,11;-0,52;3,8;3,6;57,81;0,01;101,42;2,76;258,69;5180,0449;3832,9985;2881,436;951,5624;6714,2539;3701,6997;2749,7988;951,901;6064,5879;0,9802
2012/01/10;3,59;3,77;0,7;275,73;68,11;7,99;0,98;4,49;4,09;65,5;0,09;101,96;2,88;111,5;5205,6118;4010,4417;3335,7876;674,654;7954,3911;3812,5325;3104,9705;707,562;6905,8594;0,9851
2012/01/11;3,34;3,73;0,65;278,93;67,81;7,64;-2,02;2,8;3,23;51,69;0;102,11;1,9;294,94;5232,4116;3804,7285;2699,1729;1105,5557;6206,7271;3419,7837;2251,3228;1168,4609;4570,9722;0,9847
2012/01/12;3,48;3,74;0,67;278,63;68,08;7,77;1,04;4,4;4,03;64,06;0;102,23;1,66;149,94;5260,4307;3859,5181;2892,5745;966,9436;6670,4409;3684,1711;2710,4607;973,7105;5874,0859;0,9847
2012/01/13;3,42;3,74;0,66;272,31;66,83;6,6;0,75;3,68;3,97;68,69;0;101,9;3,3;238,69;5289,7007;3867,1177;2787,9939;1079,1237;6349,4097;3690,5923;2618,7314;1071,8607;5619,5952;0,9837
2012/01/14;3,4;3,77;0,65;269,45;67,98;6,66;-1,81;2,43;3,3;57,81;0;101,24;4,38;240,62;5320,1226;3876,3069;2772,6619;1103,645;6280,2373;3317,8423;2011,955;1305,8873;4218,6235;0,9833
2012/01/15;3,48;3,75;0,66;279,94;68,2;7,36;0,38;3,87;3,91;63;0;100,9;3,6;256,75;5351,7183;4043,2993;3276,3171;766,9821;7580,2969;3859,4229;3046,427;812,9958;6553,6821;0,983
2012/01/16;3,28;3,67;0,62;292,45;66,52;9,24;-1,38;3,93;3,42;49,25;0;100,51;3,69;222,19;5384,4688;3778,7339;2504,0813;1274,6527;5518,5854;3341,9651;1934,1849;1407,7802;3832,1541;0,9826
2012/01/17;2,81;3,32;0,52;309,28;60,59;10,86;1,4;6,13;4,27;54,12;0;100,6;5,5;111,81;5418,3213;3691,2297;2243,1587;1448,0709;4793,9883;2135,6235;101,4241;2034,1995;210,4914;0,9774
2012/01/18;2,64;2,99;0,49;321,55;54,94;10,85;5,3;8,07;5,55;70,88;0,1;101,34;10,01;64,25;5453,3818;3405,0735;1528,4679;1876,6057;3208,4062;2084,6765;105,9238;1978,7527;219,1674;0,9819
2012/01/19;3,18;3,43;0,59;297,78;62,43;8,91;3,15;6,03;4,7;69,38;0,05;102,14;7,72;53,56;5489,5078;3797,176;2320,7451;1476,4309;5006,0229;2779,1506;1037,5778;1741,5729;1822,9957;0,9816
2012/01/20;3,81;4,03;0,7;268,91;72,66;7,39;1,51;4,45;4,21;69,56;0;102,05;3,57;48,56;5526,7085;4263,2188;3517,4592;745,7595;8043,646;4097,0552;3268,8384;828,2167;6948,0732;0,9812
2012/01/21;3,91;4,11;0,71;268,45;74,2;7,01;-3,64;1,69;2,87;49,62;0;101,53;3,1;57,56;5565,0146;4221,8174;3304,0369;917,7805;7395,7412;3788,876;2628,6826;1160,1934;5301,6587;0,9806
2012/01/22;1,49;3,68;0,27;325,13;68,41;10,56;1,82;6,19;4,46;55,88;0,7;101,02;5,3;83,56;5604,3276;3251,8154;1248,677;2003,1383;2523,1414;1165,4303;63,4664;1101,9639;133,7639;0,9802
2012/01/23;3,1;3,5;0,55;315,59;64,59;9,67;6,14;7,9;5,86;79,88;0,14;100,55;3,44;135,56;5644,647;3261,6819;1171,1351;2090,5469;2333,7681;2795,9619;842,5503;1953,4116;1542,897;0,9799
2012/01/24;3,75;3,97;0,67;296,52;73,29;9,54;4,98;7,26;5,43;74,62;0;100,9;3,26;280,5;5686,0205;4237,0234;3343,1941;893,8292;7321,0186;3985,4214;2940,166;1045,2554;5997,106;0,9795
2012/01/25;3,85;4,15;0,68;288,23;75,52;10,41;2,83;6,62;4,64;61,31;0;100,99;1,64;219,88;5728,314;4312,1592;3450,4805;861,6787;7608,8037;4191,7612;3287,2522;904,5092;6849,9272;0,9788
2012/01/26;3,71;4,16;0,66;283,99;75,75;9,99;1,03;5,51;4,09;56,12;0;100,91;2,64;171,69;5771,6094;4336,3579;3371,188;965,1698;7336,4941;3307,6018;1668,9025;1638,6992;3100,5149;0,9833
2012/01/27;3,5;4,15;0,61;297,73;75,8;10,32;1,28;5,8;4,21;57,88;0;100,71;5,98;102,44;5815,7788;4150,5664;2793,0354;1357,5311;5766,769;3816,4744;2341,6863;1474,7881;4470,1885;0,983
2012/01/28;1,66;3,21;0,29;336,97;58,76;11,3;5,54;8,41;5,68;71,38;0,25;100,38;6,74;66,56;5860,9136;3388,6245;1227,1464;2161,4783;2373,002;2908,8835;943,9661;1964,9175;1668,9171;0,9823
2012/01/29;3,41;3,59;0,59;308,06;65,95;9,39;4,74;7,07;5,37;74,88;0,73;100,39;3,14;227,69;5906,9019;4184,2866;2791,9929;1392,2936;5753,5933;3775,6777;2252,4812;1523,1965;4174,9849;0,9816
2012/01/30;3;4,26;0,51;308,31;77,1;7,9;0,22;4,06;3,85;58,56;0,56;100,22;7,1;288,75;5953,7163;4200,3901;2610,0625;1590,3279;5410,0747;1758,6575;42,1317;1716,5258;118,8769;0,9812
2012/01/31;3,39;3,97;0,57;318,91;73,27;9,12;2,62;5,87;4,58;66,31;0,01;100,83;5;301,06;6001,3926;4396,9888;3238,041;1158,9476;6748,5083;4029,9431;2704,0339;1325,9093;5252,7046;0,9858
2012/02/01;4,07;4,26;0,68;271,27;76,43;8,26;-3,83;2,22;2,93;48,5;0;100,83;4,94;236,25;6049,8223;4460,3398;3177,4871;1282,8528;6517,4565;4361,6685;3081,1587;1280,5098;6054,2441;0,9802
2012/02/02;4,01;4,42;0,66;274,88;79,03;8,31;-5,7;1,3;2,44;37,12;0;100,13;6,14;206,5;6099,0864;4320,8945;2781,2317;1539,663;5557,9727;3617,22;1777,2025;1840,0175;3445,6921;0,9847
2012/02/03;3,42;3,78;0,56;294,72;68,62;9,11;-1,42;3,85;3,48;48,81;0,03;99,9;7,72;258,25;6149,0942;4290,4033;2592,8242;1697,5791;5038,4028;3652,239;1797,594;1854,6451;3175,7832;0,984
2012/02/04;4,32;4,45;0,7;271,58;80,41;5,58;-3,74;0,92;2,87;51,06;0,01;100,67;4,23;271,31;6199,8223;4600,6694;3332,4341;1268,2355;6757,9355;4223,0654;2906,5325;1316,533;5164,2383;0,9833
2012/02/05;2,56;4,43;0,41;305,02;79,68;3,51;-3,5;0,01;2,93;61,75;1,33;100,86;3,12;278,38;6251,2144;4507,7681;2935,2695;1572,4984;5882,9956;1935,6008;88,7512;1846,8496;300,3139;0,9833
2012/02/06;4,48;4,61;0,72;261,35;81,82;3,69;-5,44;-0,88;2,5;54;0;100,7;5,71;287,69;6303,3281;4696,5464;3409,1055;1287,4409;6808,8726;4205,4155;2742,103;1463,3124;4728,2134;0,9823
2012/02/07;4,44;4,63;0,71;268,22;82,83;5,94;-3,27;1,33;2,99;53,88;0,01;100,38;4,52;290,38;6356,0874;4755,3843;3393,4321;1361,952;6746,6582;3649,804;1868,859;1780,9449;3329,3372;0,9816
2012/02/08;4,59;4,77;0,73;258,96;84,82;5,64;-5,48;0,08;2,5;45,31;0;100,61;3,39;220,06;6409,4292;4933,1382;3842,1733;1090,9651;7745,4795;4413,8032;3032,9434;1380,8597;5384,2759;0,976
2012/02/09;4,54;4,67;0,71;265,76;84,25;5,47;-4,32;0,58;2,75;52,19;0;101,07;2,41;278,69;6463,4116;4893,7959;3848,8413;1044,9545;7736,6387;4650,7168;3486,075;1164,6417;6504,7734;0,9806
2012/02/10;4,46;4,65;0,7;277,9;84,03;7,43;-5,59;0,92;2,44;40,19;0;100,89;2,38;156,56;6517,9648;4638,498;3084,9741;1553,5242;5930,1968;4235,7612;2540,759;1695,0022;4394,9258;0,9799
2012/02/11;3,32;4,23;0,51;300,7;76,06;8,05;0,12;4,08;3,91;58,88;0;100,28;5,64;54,81;6573,0273;4223,6138;1964,0978;2259,5159;3640,0571;2085,9194;183,1804;1902,7391;378,8969;0,9795
2012/02/12;4,26;4,55;0,65;289,7;82,01;6,97;-0,67;3,15;3,66;63;0,02;100,67;4,18;237,94;6628,6543;4998,0142;3817,3516;1180,6626;7410,7896;4812,5923;3562,0833;1250,5089;6547,1523;0,984
2012/02/13;4,08;4,8;0,62;292,94;85,7;6,41;-4,92;0,75;2,62;44,75;0,02;100,85;3,48;294,38;6684,7739;4880,7441;3344,9678;1535,7765;6378,2759;3281,5059;1074,3867;2207,1191;1818,7585;0,9833
2012/02/14;4,65;4,99;0,7;256,4;88,77;3,55;-5,1;-0,77;2,56;56,19;0;100,97;3,99;274,56;6741,3604;5198,7236;4013,7778;1184,9458;7805,1675;4979,3604;3700,8416;1278,519;6741,8101;0,9826
2012/02/15;4,4;5,02;0,66;264,61;90,42;4,98;-5,43;-0,23;2,5;47,75;0;101,25;4,21;260,12;6798,3867;5177,0952;4027,7573;1149,3381;7817,98;3822,9858;1675,3022;2147,6836;3337,6746;0,9819
2012/02/16;4,96;5,17;0,73;262,34;92,41;6,5;-4,56;0,98;2,69;49,06;0;101,2;3,73;278,25;6855,8257;5399,0342;4436,3062;962,728;8643,8027;5197,8384;4147,7222;1050,1162;7509,0972;0,9865
2012/02/17;4,86;5,14;0,71;275,17;93,3;8,13;-4,69;1,73;2,62;40,94;0;101,37;1,85;136,88;6913,6514;5250,4556;4072,7112;1177,7443;7786,752;5116,0303;3902,1963;1213,8342;7070,0771;0,9861
2012/02/18;4,25;5,02;0,62;291,66;91,2;8,07;0,18;4,12;3,85;61,5;0;101,34;2,96;113;6971,8354;5354,3706;4241,4102;1112,9603;8112,3262;5059,9463;3813,6758;1246,2706;6761,5947;0,9851
2012/02/19;4,73;5;0,68;283,85;90,31;9,04;0,74;4,89;4,03;61;0;101;3,66;73,81;7030,311;5282,9751;3876,7268;1406,2482;7209,0996;4882,876;3284,9846;1597,8911;5601,2925;0,9847
2012/02/20;4,71;4,97;0,67;296,41;90,85;9,51;3,98;6,74;5,07;72,25;0,08;100,89;4,16;68,5;7089,1396;5149,4199;3430,436;1718,9838;6184,6587;4872,6719;3060,6062;1812,0653;5068,6758;0,984
2012/02/21;3,26;4,17;0,46;328,82;75,4;9,57;4,78;7,18;5,37;74,56;2,71;100,76;5,36;124,19;7148,2441;5085,5391;3206,2014;1879,3376;5677,6431;2668,8669;510,0994;2158,7676;858,4107;0,9833
2012/02/22;4,25;4,78;0,59;311,55;86,43;9,99;2,62;6,3;4,64;64,5;0,16;100,55;5,98;278,31;7207,6426;5366,1089;3903,7949;1462,3142;7012,6597;5068,3486;3523,3613;1544,9872;5658,1914;0,9823
2012/02/23;4,68;5,03;0,65;322,4;93,42;11,61;3,98;7,8;5;62,44;0,02;101,02;4,79;251,81;7267,2246;5480,4512;4371,0767;1109,3743;8086,2407;4767,8984;3489,3625;1278,5359;5405,4854;0,9816
2012/02/24;5,14;5,31;0,71;303,02;98,91;10,83;5,85;8,34;5,68;73,75;0,03;101,7;3,64;85,12;7327;5478,1528;4089,2935;1388,8595;7415,9434;5281,167;3838,3694;1442,7977;6547,1641;0,9809
2012/02/25;5,01;5,35;0,69;299,72;98,17;10,73;4,67;7,7;5,25;69,25;0;101,34;2,3;97,06;7386,9419;5608,3223;4345,3145;1263,0079;7878,0649;5345,9961;3968,8706;1377,1256;6670,0229;0,9802
2012/02/26;5,15;5,35;0,7;297,86;98,37;12,4;1,97;7,18;4,39;51,12;0;100,61;2,45;278,5;7446,9839;5427,7627;3703,5818;1724,1812;6567,0356;5193,3877;3452,8101;1740,5778;5815,8794;0,9799
2012/02/27;5,34;5,47;0,72;296,3;99,97;11,6;1,31;6,46;4,21;51,56;0;100,86;4,45;104,69;7507,1929;5761,9004;4564,2729;1197,6271;8254,9014;5709,3389;4489,5518;1219,7875;7834,3257;0,9844
2012/02/28;5,61;5,8;0,75;277,3;103,91;9,47;-0,07;4,7;3,85;57,25;0;101,28;3,73;94,31;7567,4858;5862,3872;4630,8813;1231,5062;8326,1348;5772,312;4520,2969;1252,015;7829,5474;0,9785
2012/02/29;5,56;5,68;0,73;278,36;102,8;9,98;1,08;5,53;4,09;59,5;0;101,21;2,66;101,19;7627,8892;5838,3101;4545,8008;1292,509;8129,1763;5706,0391;4368,6396;1337,3995;7410,8965;0,9774
2012/03/01;5,49;5,62;0,72;291,88;102,45;12,9;-2,14;5,38;3,23;36,5;0;101,25;1,03;252,5;7688,2939;5753,397;4306,0908;1447,3063;7564,6694;5228,2617;3536,4648;1691,7966;5822,9683;0,9823
2012/03/02;5,54;5,73;0,72;292,89;105,34;11,62;3,47;7,54;4,88;59,5;0,11;101,74;2,54;116,31;7748,709;5929,3525;4656,8403;1272,5122;8244,1348;5792,4712;4478,7788;1313,6924;7564,9233;0,9865
2012/03/03;5,52;5,78;0,71;302,44;104,84;13,34;0,94;7,15;4,03;47,5;0;101,65;1,72;202,12;7809,0796;6001,5972;4704,6113;1296,986;8292,6211;5962,1821;4657,7524;1304,4299;7993,8853;0,9861
2012/03/04;5,41;5,63;0,7;301,44;101,86;14,38;-0,98;6,7;3,48;36;0;101,3;2,5;251,56;7869,46;5699,8374;3787,6018;1912,2356;6406,3862;5485,084;3395,7126;2089,3716;5805,7759;0,9854
2012/03/05;5,34;5,61;0,68;313,22;102,72;14,87;1,36;8,11;4,21;41,31;0;101;3,63;237,5;7929,8384;5939,3716;4539,9385;1399,4327;7830,439;5700,5708;4192,8682;1507,7029;6711,3105;0,9844
2012/03/06;2,79;5,58;0,35;347,34;103,57;13,55;7,57;10,56;6,47;69,31;6,98;100,79;4,23;132,31;7990,0957;5478,937;2993,594;2485,343;4963,5166;1896,3693;45,7475;1850,6217;113,4874;0,9837
2012/03/07;4,33;5,59;0,54;321,14;100,66;9,64;3,94;6,79;5,07;69,12;0,35;100,81;4,09;70,69;8050,2471;6011,1709;4367,0815;1644,0892;7376,0156;3667,1323;853,5179;2813,6145;1204,8356;0,983
2012/03/08;4,56;5,81;0,57;308,58;104,46;9,43;1,13;5,28;4,09;59,12;0,27;100,94;2,63;71,81;8110,2471;6107,6694;4585,9736;1521,6959;7797,8174;3287,2375;354,0208;2933,2168;703,5304;0,9826
2012/03/09;1,84;5,71;0,23;326,41;104,48;8,94;5,1;7,01;5,43;77,38;12,35;100,59;6,73;99,94;8170,2046;5629,9121;3052,4966;2577,4155;4948,418;1589,9757;26,4059;1563,5698;91,4457;0,9816
2012/03/10;1,23;4,66;0,15;344,04;85,49;11,97;6,55;9,26;6,04;70,06;5,85;100,26;8,59;322,38;8229,9541;5990,9199;4189,5273;1801,3922;6915,4858;1722,243;19,7393;1702,5037;91,2549;0,9809
2012/03/11;3,93;5,46;0,48;339,34;99,15;12,94;3,21;8,07;4,76;53,94;0,08;100,74;4,48;297,5;8289,5127;6227,3159;4750,8301;1476,4856;7926,1001;3036,4541;122,7903;2913,6636;178,5513;0,9802
2012/03/12;5,96;6,13;0,72;299,82;111,08;12,51;1,37;6,94;4,21;49,69;0,02;101,12;2,41;97,12;8348,8848;6381,1914;4910,291;1470,9005;8158,5532;5946,6724;4246,7983;1699,874;6901,0425;0,9795
2012/03/13;5,95;6,24;0,71;303,52;113,75;12,83;0,69;6,76;3,97;47,5;0;101,46;1,95;79,81;8408,0488;6458,4238;5169,4453;1288,9786;8648,1973;6400,04;5093,0273;1307,0128;8248,0049;0,984
2012/03/14;6,09;6,25;0,73;301,27;113,27;13,73;-1,47;6,13;3,36;37,5;0;101,57;2,28;225,31;8466,9639;6457,9795;5038,3008;1419,6786;8376,2832;6421,4077;4993,5405;1427,8673;8093,9756;0,9833
2012/03/15;5,94;6,2;0,7;305,16;112,78;14,75;-0,49;7,13;3,6;37,44;0;101,72;2,17;162,19;8525,6523;6172,8086;4117,9683;2054,8403;6576,0723;6161,7524;4108,6323;2053,1201;6507,4497;0,9826
2012/03/16;6,1;6,34;0,72;305,84;115,61;14,43;2,54;8,48;4,52;49,44;0;101,84;3,19;138,81;8584,0078;6532,1577;5010,0078;1522,1498;8206,165;6510,7583;4988,6069;1522,1514;8043,292;0,9875
2012/03/17;6,16;6,48;0,72;298,13;116,45;14,62;-0,78;6,92;3,54;38,69;0;101,79;3,28;154,56;8642,1045;6570,833;4916,4106;1654,4227;7980,626;6559,459;4909,6694;1649,7899;7914,0703;0,9865
2012/03/18;6,17;6,51;0,71;300,59;117,05;14,89;-2,73;6,08;3,05;32,5;0;101,59;3,16;158,44;8699,876;6842,9365;5434,0571;1408,8795;8907,8691;6828,6948;5422,2427;1406,4521;8792,2725;0,9858
2012/03/19;6,2;6,49;0,71;307,02;116,45;15,77;-2,06;6,86;3,23;31,69;0;101,38;3,34;147,12;8757,3662;6652,0884;4780,1494;1871,9391;7576,4917;6619,4224;4762,1963;1857,226;7423,8833;0,9847
2012/03/20;5,66;6,37;0,65;328,57;116,07;17,2;-0,12;8,55;3,78;34,56;0;101,22;5,52;121,88;8814,4316;6286,3267;3713,937;2572,3894;5661,7173;5698,4453;2944,1331;2754,312;4155,5884;0,9844
2012/03/21;5,34;6,17;0,61;336,97;112,35;17;1,18;9,09;4,21;40,56;0;101,09;6,06;114,75;8871,1621;5679,7358;2394,2695;3285,4663;3480,5215;5220,9214;2094,856;3126,0657;2813,7175;0,9837
2012/03/22;4,12;6,1;0,46;350,27;110,98;18,03;3,22;10,62;4,82;42,25;0;101,04;5,48;106;8927,5557;5266,4531;1670,2831;3596,1702;2370,6946;2751,0374;127,7923;2623,2451;188,4781;0,9774
2012/03/23;5,87;6,07;0,66;333,77;110,88;16,9;8,66;12,78;6,96;61,44;0,11;101,21;4,77;101,5;8983,459;5775,5137;2590,7832;3184,7302;3764,2742;5666,9712;2540,925;3126,0459;3617,2393;0,9823
2012/03/24;4,75;6,49;0,53;336,95;118,8;17,44;4,52;10,98;5,31;48,81;0;101;3,02;90,88;9038,9922;6550,7124;4079,8159;2470,8962;6102,8203;2955,0725;62,1595;2892,9131;102,9952;0,9816
2012/03/25;5,84;6,21;0,65;345,05;115,3;19,35;4,8;12,07;5,37;40,62;0,02;100,84;3,24;94,62;9094,1357;6138,1733;3147,3027;2990,8704;4600,8257;5006,3667;1708,7102;3297,6567;2600,5903;0,9806
2012/03/26;4,3;6,36;0,48;350,3;119,12;16,15;6,78;11,47;6,1;56,81;0,01;101,09;6,55;77,88;9148,7832;5734,604;2465,928;3268,676;3521,3765;2684,573;93,2779;2591,2949;128,7435;0,9799
2012/03/27;4,97;6,37;0,55;352,32;119,3;15,95;8,6;12,28;6,9;63,88;0,03;101,07;4,77;69,44;9202,9229;5629,853;2259,6428;3370,2104;3200,2668;4118,3892;1207,5405;2910,8486;1759,3708;0,9795
2012/03/28;6,11;6,52;0,66;332,19;121,58;16;7,94;11,98;6,65;63,5;0,18;101,12;5,43;75,38;9256,6729;6555,8564;4009,512;2546,3445;5938,5464;5210,7324;2225,0247;2985,7078;3122,7522;0,9837
2012/03/29;3,08;5,89;0,34;360,21;109,73;17,3;7,23;12,26;6,29;55,25;0,11;100,82;3,26;72,12;9309,8916;5865,292;2569,313;3295,979;3680,1201;2620,0989;265,7057;2354,3931;370,4778;0,9778
2012/03/30;4,76;6,12;0,51;365,48;115,18;17,56;9,88;13,73;7,57;62,06;0,02;100,34;3,04;220,31;9362,5498;6408,6372;3724,04;2684,5969;5403,7568;4873,4878;2223,9153;2649,5728;3289,3982;0,9826
2012/03/31;6,66;6,96;0,71;339,87;130,27;17,89;7,83;12,87;6,65;56,12;0;100,22;2,48;61,94;9414,791;7036,541;5111,3105;1925,2307;7683,6553;6943,8901;5035,6636;1908,2266;7335,751;0,9868
2012/04/01;5,65;6,47;0,6;357,71;120,07;21,39;7,88;14,63;6,65;44,62;0;99,75;4,56;104,31;9466,4658;6606,3081;3805,1199;2801,188;5501,8232;6196,7427;3384,0723;2812,6702;4631,6348;0,9865
2012/04/02;6,14;6,8;0,65;356,23;124,89;21,69;3,43;12,55;5,19;36,62;0;99,4;4,53;165,19;9517,5859;6709,8999;3783,0503;2926,8499;5410,4126;6611,668;3679,2703;2932,3979;5144,6699;0,9854
2012/04/03;5,77;6,42;0,61;356,89;115,9;21,19;-2,69;9,25;3,11;20,88;0;99,46;4,66;213,94;9568,1572;6544,6348;3299,7463;3244,8882;4651,5488;5814,8618;2545,8386;3269,0234;3678,6594;0,9847
2012/04/04;4,94;6,18;0,52;379,39;112,14;21,22;-1,48;9,87;3,48;22,75;0;99,43;5,61;222,38;9618,1895;6535,0322;3364,4648;3170,5674;4630,9604;4676,5986;1213,5651;3463,0337;1861,568;0,984
2012/04/05;6,18;6,41;0,64;367,34;119,2;20,68;5,05;12,87;5,49;39,31;0;99,74;3,56;241,81;9667,6387;6785,0713;3893,23;2891,8416;5524,9668;6723,2715;3878,9314;2844,3403;5458,9756;0,9833
2012/04/06;6,72;6,92;0,7;358,34;127,78;21,88;1,83;11,86;4,39;29,5;0;99,73;5,84;187;9716,46;6815,1743;3833,2832;2981,8914;5372,4028;6775,9868;3821,738;2954,2485;5307,4653;0,983
2012/04/07;6,99;7,3;0,72;344,38;135,59;19,19;4,06;11,63;5,31;41,81;0;100,22;3,8;305,44;9764,7979;7537,5864;5810,4961;1727,0905;8724,7568;7448,668;5751,3257;1697,3419;8438,7334;0,9819
2012/04/08;7,02;7,32;0,72;325,7;134,55;19,73;-1,16;9,29;3,54;24,75;0;100,29;4,63;278,5;9812,5;7395,9937;5316,9028;2079,0906;7867,0659;7342,3896;5280,5991;2061,7903;7652,1328;0,9812
2012/04/09;7,04;7,62;0,72;319,8;139,53;19,02;0,79;9,9;4,03;30,81;0;100,37;2,52;185;9859,5889;7953,5498;6941,1694;1012,3802;10826,7314;7953,5498;6941,1694;1012,3802;10826,7314;0,9806
2012/04/10;6,12;7,29;0,62;357,53;133,36;21,87;1,03;11,45;4,15;29;0;100,06;4,76;194,12;9906,0303;7481,647;5348,4233;2133,2234;7766,7891;5988,4126;3137,8931;2850,5195;4074,8359;0,9802
2012/04/11;4,86;6,9;0,49;367,65;126,1;22,9;3,72;13,31;5,13;29,44;0;99,75;4,61;260,19;9951,9521;6866,1992;3778,27;3087,929;5293,2827;3816,0723;529,092;3286,9802;732,5954;0,9792
2012/04/12;3,79;6,5;0,38;382,28;120,68;20,98;6,94;13,97;6,41;41,81;4,22;99,56;4,87;186,94;9997,2051;6404,2412;2989,0645;3415,1768;4151,561;3119,3193;383,1075;2736,2119;461,6672;0,9837
2012/04/13;5,16;5,48;0,52;373,47;99,48;17,78;6,15;11,96;6,04;49,69;3,7;99,22;9,23;254,69;10041,7803;7085,0195;4170,7725;2914,2468;5617,8936;6063,6455;2854,6384;3209,0071;3663,9937;0,9833
2012/04/14;7,39;7,63;0,73;331,75;140,38;16,78;2,51;9,65;4,64;41,12;0;99,97;7,4;268,12;10085,7734;7670,6675;5519,771;2150,8965;7948,394;7401,6313;5199,2783;2202,353;7037,5254;0,9826
2012/04/15;4,25;7,06;0,42;346,03;129,82;16,42;3,66;10,05;5;44,56;0,22;99,58;6,25;261,38;10129,1602;6680,1782;3085,7766;3594,4016;4342,606;3616,5317;445,6569;3170,8748;586,0443;0,9816
2012/04/16;7;7,77;0,69;325,58;142,49;14,44;1,62;8,03;4,33;45,25;0,02;99,67;4,02;288;10171,8633;7948,5874;6386,9868;1561,6005;9472,3711;6123,0527;3733,3616;2389,6914;4911,979;0,9865
2012/04/17;6,84;7,54;0,67;328,2;137,34;13,71;1,9;7,81;4,39;47,19;0,29;100,22;4,8;267;10213,875;7740,5518;5728,5654;2011,9862;8269,6475;7419,8696;5368,0513;2051,8181;7242,3208;0,9861
2012/04/18;7,39;7,78;0,73;312,1;141,34;15,42;-1,61;6,9;3,42;35,25;0;100,34;4,75;251,88;10255,2715;8063,4795;6401,0986;1662,3812;9367,0664;8063,4795;6401,0986;1662,3812;9367,0664;0,9851
2012/04/19;6,76;7,21;0,66;335,68;132,57;18,29;1,09;9,69;4,21;32,19;0;99,74;5,66;246,44;10295,998;7099,9561;3753,9937;3345,9624;5137,9873;6724,1909;3354,3657;3369,8254;4620,2227;0,9844
2012/04/20;7,48;7,66;0,73;324,2;140,42;18,12;3,82;10,97;5;40,75;0;100,14;5,03;290,56;10336,0479;7921,0601;6047,3379;1873,7219;8787,3926;7819,999;5980,1016;1839,8972;8453,4492;0,9837
2012/04/21;7,52;7,8;0,73;342,63;145,23;21,23;3,9;12,57;5;34,06;0;100,55;2,25;225,44;10375,4385;7951,333;6188,7549;1762,5779;8949,2578;7890,4624;6155,1992;1735,2632;8752,8574;0,983
2012/04/22;7,33;7,62;0,7;351,48;139,65;23,38;2,48;12,93;4,64;30,12;0;100,22;4,44;133;10414,1572;7557,9243;4779,543;2778,3813;6575,3979;7519,8296;4768,6113;2751,2183;6497,75;0,9823
